names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Guitar Hero Live,Xbox One,"October 20, 2015",81,"Guitar Hero Live mode inserts you onstage, looking out: you get a first-person perspective as a real crowd reacts to the notes you play. Or switch over to GHTV - a playable music video network, where you can play along in real time, discover new music, and challenge friends around the world.",5.1,T,FreeStyleGames,"Action, Rhythm, Music"
Sunset Overdrive,Xbox One,"October 28, 2014",81,"An open world with no rules: only riots. Sunset Overdrive is an ever-changing open-world game set in the not-so-distant future. A catastrophic event has left your city overrun by mutants. While the majority perish or transform, you have learned to flourish. It turns out your calling isn't picking up trash or serving food, it is mutant destruction. With an arsenal of kick-ass, overpowered weapons and a knack for traversing the city with hyper agility, its not the end of days for you. Your story has only begun.",7.8,M,Insomniac Games,"General, Action, General, Shooter, Third-Person, Arcade"
Unravel Two,Xbox One,"June 9, 2018",81,"In Unravel 2, you play as two Yarnys (tiny magical creatures made of yarn and joined by a thread) in a puzzle-platforming adventure. Run, jump, swing, and solve your way through a world of natural beauty and shadowy dangers, either on your own or with a friend in local co-op.",7.3,E,Coldwood Interactive,"Action, Platformer, 2D"
Borderlands: Game of the Year Edition,Xbox One,"April 3, 2019",80,"Lock, Load, & Face the Madness! Get ready for the mind-blowing insanity, as one of four trigger-happy mercenaries, taking out everything that stands in your way. With its addictive action, frantic first person shooter combat, massive arsenal of weaponry, RPG elements and four-player co-op, Borderlands is the breakthrough experience that challenges all the conventions of modern shooters. Borderlands places you in the role of a mercenary on the lawless and desolate planet of Pandora, hell bent on finding a legendary stockpile of powerful alien technology known as The Vault.",7.0,M,Take-Two Interactive,"Miscellaneous, Compilation"
Children of Morta,Xbox One,"October 15, 2019",80,"Children of Morta is a narrative-based roguelike hack’n slash game for PC, Mac and Linux which will involve you in the adventures of a family.",8.3,T,Dead Mage,"Role-Playing, Adventure, General, Action RPG"
Kingdom Hearts III,Xbox One,"January 29, 2019",80,"KINGDOM HEARTS III tells the story of the power of friendship and light vs. darkness as Sora and his friends embark on a perilous adventure. Set in a vast array of Disney and Pixar worlds, KINGDOM HEARTS follows the journey of Sora, an unknowing heir to a spectacular power. Sora is joined by Donald Duck and Goofy to stop an evil force known as the Heartless from invading and overtaking the universe. Sora, Donald, and Goofy unite with iconic Disney-Pixar characters old and new to overcome tremendous challenges and persevere against the darkness threatening their worlds. [Square Enix]",8.3,E10+,Square Enix,"Action RPG, Action Adventure, Fantasy, Role-Playing, Action RPG"
The Turing Test,Xbox One,"August 30, 2016",80,"The Turing Test is a challenging first-person puzzle game set on Jupiter’s moon, Europa. Assume the role of Ava Turing, an engineer for the International Space Agency (ISA) sent to discover the cause behind the disappearance of the ground crew stationed there.",7.4,T,Bulkhead Interactive,"Action, Shooter, First-Person, Arcade"
Dragon's Dogma: Dark Arisen,Xbox One,"October 3, 2017",80,"An epitaph speaks of another's demise...

A mysterious island known as Bitterblack Isle appears off the coast of Gransys. Its depths have claimed the lives of many Arisen their voices still haunt the labyrinth that lies deep beneath its surface--a labyrinth ripe with secrets waiting to be discovered.

The time to take up arms has come once again. Delve into the isle's depths and uncover its dark secret!",7.7,M,Capcom,"Role-Playing, Action RPG"
Street Fighter: 30th Anniversary Collection,Xbox One,"May 29, 2018",80,"Celebrate the 30th Anniversary of the iconic Street Fighter franchise with the ultimate tribute to its arcade legacy in the Street Fighter 30th Anniversary Collection. This content-rich all-in-one package highlights the series' past in an anthology of 12 classic titles with arcade-perfect balancing including the original Street Fighter, Street Fighter II, Street Fighter II: Champion Edition, Street Fighter II: Hyper Fighting, Super Street Fighter II, Super Street Fighter II: Turbo, Street Fighter Alpha, Street Fighter Alpha 2, Street Fighter Alpha 3, Street Fighter III, Street Fighter III: 2nd Impact and Street Fighter III: Third Strike.

The collection also offers a definitive online experience across four of the included titles; Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike. Street Fighter players can recreate the classic arcade gaming experience by competing against the CPU whilst waiting for friends in online battles where they can put their fighting skills to the ultimate test. Fans of the series can also enjoy diving into the past 30 years of Street Fighter history with rich character bios, a huge Museum Mode including never before seen art and interactive timeline, and listen to tracks in the Music Player.

GAMEPLAY FEATURES:

* Celebrate 30 years of the most iconic fighting game series The hit series with over 39 million units in global sales returns for its 30th anniversary celebration with a compilation of 12 classic arcade titles in one package.
* Relive the titles that made gaming history Includes the original Street Fighter released in 1987 which introduced two of gaming's most famous heroes, Ryu and Ken. Additionally, the iconic Street Fighter II became the first ever one-on-one video game that gave players a choice of characters, including the debut of the series' strongest female Chun-Li. Street Fighter III continued the core numbered series and was the first game to introduce the parry attack.
* New gameplay options including online play Players can utilize save states as they progress through the game offline. In addition, players can duke it out online in four classic titles (Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike). In addition to Ranked and Casual Match options, up to four players can join a lobby where they can play against the CPU while waiting for their match. Each title will have their own Global leaderboard and the ""rewind"" tech ensures low-latency online battles.
* Hadoken your way down memory lane Revisit historic moments from the series and explore an interactive timeline of events that helped create one of the world's leading fighting game series. View stunning pieces of concept art and uncover little known facts behind each game release.
* Learn more about fan-favorite characters Scroll through character bios and learn new details about series favorites whilst enjoying sprites and key animations to see how the classic fighters have evolved over time.
* Remember the tunes! Sit back and enjoy the most memorable Street Fighter tracks from the collection in the Music Player.",7.4,T,"Capcom, Digital Eclipse","Miscellaneous, Compilation"
Darkwood,Xbox One,"May 17, 2019",80,"Darkwood is a game about survival, exploration and fear, set in mysterious woods somewhere in the territory of the Soviet Bloc. It is a top-down, free-roam, surreal horror experience with a randomized world, taking cues from classic games, where oftentimes you had to figure things out for yourself. By blending RPG, roguelike and adventure elements together with a challenging difficulty, Darkwood aims to please players craving for a deep and rewarding experience.

The fear of unknown is powerful  and the unknown will try to remain unseen, forcing you to watch your back. Your senses will be deceived, your sight fooled, your smell tricked by Darkwood's surreal terrors. No answer will be given to you for free, yet somewhere in the woods lies the truth, an explanation to what has happened in this godforsaken place.

Looking for your weakness, your inner demons, only to devour you. Welcome to Darkwood.",7.8,M,Acid Wizard Studio,"Action Adventure, Survival"
