names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Fortnite,PlayStation 4,"July 21, 2017",78,"The Storm came without warning and wiped out 98 percent of the world's population in a flash. Poof. Adios. Sayonara. Then came the monsters, wave after wave, night after night. Destroying everything in their path. But it's not all doom and gloom. In an abandoned missile silo, we've found one of our first weapons against the Storm  you. We're looking for a few good commanders like you to help make a difference, push back the storm and protect those among us who are unable to protect themselves. Explore the world. Rescue survivors. Make hundreds of guns, swords, and things that go boom. Make impregnable forts. Tastefully decorate with sniper perches, poison gas traps, and jump pads. Take back the world. You know, the usual. And be sure to invite your friends. Welcome to Fortnite.",3.7,T,Epic Games,"Action, Shooter, Third-Person, Tactical"
Yakuza 4 Remastered,PlayStation 4,"October 29, 2019",78,"As part of The Yakuza Remastered Collection, experience Yakuza 4 in 1080p and 60fps. A murder in Tojo Clan territory soon sets off an investigation by a small Tojo branch. Follow the four playable protagonists as they unravel a battle over money, power, status, and honor and a mysterious woman at the center of it all.",7.4,M,Ryu ga Gotoku Studios,"Action Adventure, Open-World"
Heavy Rain & Beyond: Two Souls Collection,PlayStation 4,"March 4, 2016",78,"Popular on PlayStation 3, these two titles have now been visually upgraded and brought together for fans to relive, and newcomers to enjoy for the first time.",8.4,,Quantic Dream,"Miscellaneous, Compilation"
RIGS: Mechanized Combat League,PlayStation 4,"October 13, 2016",78,"Launching exclusively for PlayStation VR, RIGS throws you into explosive battle arenas where mechanised combat and futuristic sports collide head-on. Immerse yourself into a single player experience that will push your skills to the limit and sharpen your team tactics. Unlock new and more powerful RIGS to then take online against the world. Compete in a series of sporting events in the Mechanized Combat League – a near future sports league which pits teams of pilots against each other in real world locations. Face off against other teams from around the globe and enjoy an unprecedented sense of spatial awareness in multiple game modes with hero RIGS at your disposal.",7.5,T,Guerilla Cambridge,"Simulation, Vehicle, Combat"
Heavy Rain,PlayStation 4,"March 1, 2016",78,"Experience a gripping psychological crime thriller filled with innumerable twists and turns, where even the smallest actions and choices can cause dramatic consequences. The hunt is on for the Origami Killer, named after his calling card of leaving folded paper shapes on victims. Four characters, each with their own motives, take part in a desperate attempt to stop the killer from claiming a new victim.",7.9,M,"Quantic Dream, Virtuos","Adventure, 3D, Third-Person"
Under Night In-Birth Exe:Late[st],PlayStation 4,"February 9, 2018",78,"The best parts of Street Fighter and BlazBlue combine in this epic 2D fighter! Easy to pick up but filled with tactical depth that will have you playing for years, Under Night In-Birth Exe:Late[st] is the frantic new fighter from the maker of cult-classic Melty Blood -- and the hit underground Japanese brawler that has captured both the imagination and hearts of the fighting game community.

FEATURES:

* PlayStation's Hottest New Fighter: Discover the stunning Under Night In-Birth universe in this complete edition of the celebrated four-button fighter.

* An Amazing Contemporary Cast: Wield swords, daggers, whips, scythes and even killer hair braids with a colourful roster of 20 unique and audacious fighters.

* Accessible, Tactical Combat: The easy-to-understand 'Grind Grid' mechanic rewards smart offensive play but punishes sloppy and negative tactics to encourage considered tactics.

* An Epic Story Campaign: Immerse yourself in the epic battle between In-Births and Voids with the story-rich Chronicle Mode.

* The Fighting Genre's Best-Kept Secret: The developer of cult-classic Melty Blood finally returns to the genre by popular demand!",7.2,T,French-Bread,"Action, Fighting, 2D"
The Forest,PlayStation 4,"November 6, 2018",78,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, and survive in this terrifying first person survival horror simulator.",7.1,M,Endnight Studios,"Action Adventure, Survival"
Shakedown Hawaii,PlayStation 4,"May 7, 2019",78,"Vblank's open world action heads to the tropics, in Shakedown: Hawaii. From the boardroom to the streets, Shakedown parodies big business and the white collar crimes that go alongside. Build your empire, monopolize the markets, and collaterally re-zone the island's destructible sandbox.",5.0,T,Vblank Entertainment Inc.,"Action Adventure, Open-World"
Worms W.M.D,PlayStation 4,"August 23, 2016",78,"With a hand-drawn 2D look, brand new weapons, the introduction of crafting, vehicles and buildings plus the return of some classic weapons and gameplay, Worms W.M.D is back.",6.7,E10+,Team17,"Strategy, Turn-Based, Artillery"
Darknet,PlayStation 4,"March 7, 2017",78,"Darknet is a strategy/puzzle game in which you play as an elite hacker contracted to retrieve data from the world’s most secure networks. Plug into the Net, install viruses, inject code, and tunnel through cyber-security in an experience inspired by the classic cyberpunk vision of the future. [Playstation.com]",5.4,E10+,Archiact Interactive Ltd.,"Puzzle, General"
Amnesia Collection,PlayStation 4,"November 22, 2016",78,"Immerse yourself in three living nightmares that promise to chill you to the core. The collection contains three Amnesia titles: The Dark Descent, A Machine For Pigs, and Justine.",6.9,M,Frictional Games,"Miscellaneous, Compilation"
Life is Strange: Episode 2 - Out of Time,PlayStation 4,"March 24, 2015",78,"Reunited with her friend Chloe, Max begins experimenting with her power and starts to wonder if it is related to her visions or the weird snow from the previous day. But life goes on in Blackwell Academy and a certain viral video has become a serious topic of discussion. Meanwhile, what DID happen to Rachel Amber?",8.3,M,DONTNOD Entertainment,"Action Adventure, General"
Skylanders Trap Team,PlayStation 4,"October 5, 2014",78,"Bring the Skylanders to life. All the Skylander characters from Skylanders Spyro's Adventure, Skylanders Giants and Skylanders SWAP Force work with Skylanders Trap Team, including an entirely new cast: The Trap Masters. Trap and play as villains: Take control of bad guys. Trap bad guys with the power of TraptaniumT, release them from the crystals and use their awesome powers for good. [Activision]",5.5,E10+,Toys for Bob,"Action, Platformer, 3D"
Call of Duty: Ghosts,PlayStation 4,"November 15, 2013",78,"This new chapter in the Call of Duty franchise features a unique dynamic in which players are on the side of a crippled nation fighting not for freedom, or liberty, but simply for survival. 10 years after a devastating mass event, the nation's borders and the balance of global power have been permanently redrawn. As what's left of the nation's Special Operations forces, a surreptitious group known only as ""Ghosts"" leads the fight back against a newly emerged, technologically-superior global power. There are over 20 NEW Kill Streaks in Call of Duty: Ghosts — such as Juggernaut Maniac, Helo-Scout, Vulture and the ODIN Strike. You can even bring in Riley, from the single-player campaign, as your guard dog to warn you when enemies approach, and to attack enemies if they get too close to your person.",3.9,M,Infinity Ward,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade"
The Banner Saga 2,PlayStation 4,"July 5, 2016",78,"Bold leadership decisions, wise use of resources, and skillful battle tactics are vital to ensure your Viking clans make it through alive. If played, your choices will carry over from the first game, or you can start fresh with new preset characters.",7.5,T,Stoic,"Role-Playing, General, Strategy, Turn-Based, Tactics"
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PlayStation 4,"January 15, 2019",78,"After years on the road facing threats both living and dead, a secluded school might finally be Clementine and AJ’s chance for a home. But protecting it will mean sacrifice. In this gripping, emotional final season, your choices define your relationships, shape your world, and determine how Clementine’s story ends.",7.0,,"Telltale Games, Skybound Games","Adventure, Point-and-Click"
